Título de trazado: Iner.sumideros.meteo							
N.º	Fecha Tiempo, GMT-05:00	Temp, °C (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbTemp)	HR, % (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbHR)	Lluvia, mm (LGR S/N: 10450278, SEN S/N: 10440752, LBL: Lluvia)	Dirección del viento, ø (LGR S/N: 10450278, SEN S/N: 10468828, LBL: Direccion del viento)	Velocidad del viento, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad del viento)	Velocidad de Ráfagas, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad de rafagas)
19417	08/05/2017 6:21	20.960	93.100	0.00	209.2	0.76	2.52
19418	08/05/2017 6:31	20.960	93.000	0.00	200.8	0.76	2.77
19419	08/05/2017 6:41	21.032	92.900	0.00	203.6	1.01	3.27
19420	08/05/2017 6:51	21.151	92.700	0.00	205.0	0.76	3.02
19421	08/05/2017 7:01	21.199	92.400	0.00	148.8	0.76	3.27
19422	08/05/2017 7:11	21.294	92.100	0.00	146.0	0.76	3.27
19423	08/05/2017 7:21	21.461	91.600	0.00	216.2	1.01	3.27
19424	08/05/2017 7:31	21.772	91.000	0.00	171.3	0.50	2.77
19425	08/05/2017 7:41	21.867	90.200	0.00	132.0	0.50	3.02
19426	08/05/2017 7:51	21.915	89.700	0.00	89.9	0.00	1.51
19427	08/05/2017 8:01	21.700	89.500	0.00	198.0	0.50	2.77
19428	08/05/2017 8:11	22.082	89.500	0.00	209.2	0.76	3.78
19429	08/05/2017 8:21	21.795	89.100	0.00	198.0	1.01	3.53
19430	08/05/2017 8:31	21.724	89.200	0.00	202.2	0.76	3.02
19431	08/05/2017 8:41	21.939	89.200	0.00	220.4	0.50	2.52
19432	08/05/2017 8:51	22.202	89.000	0.00	212.0	0.50	2.77
19433	08/05/2017 9:01	22.609	88.400	0.00	188.1	0.25	2.27
19434	08/05/2017 9:11	24.122	87.000	0.00	195.1	0.50	3.27
19435	08/05/2017 9:21	24.171	84.400	0.00	190.9	0.76	3.27
19436	08/05/2017 9:31	23.905	82.900	0.00	160.0	1.01	3.02
19437	08/05/2017 9:41	24.532	82.500	0.00	188.1	1.26	3.78
19438	08/05/2017 9:51	25.234	81.800	0.00	188.1	1.01	2.77
19439	08/05/2017 10:01	25.890	80.400	0.00	205.0	0.76	2.77
19440	08/05/2017 10:11	25.501	78.000	0.00	200.8	0.76	3.53
19441	08/05/2017 10:21	26.061	77.800	0.00	179.7	1.01	3.27
19442	08/05/2017 10:31	26.304	76.300	0.00	193.7	0.76	3.02
19443	08/05/2017 10:41	27.210	75.200	0.00	214.8	0.50	3.02
19444	08/05/2017 10:51	26.695	73.700	0.00	183.9	0.76	3.02
19445	08/05/2017 11:01	26.940	74.300	0.00	167.1	1.26	3.53
19446	08/05/2017 11:11	27.998	72.700	0.00	240.1	0.50	1.51
19447	08/05/2017 11:21	27.899	71.500	0.00	195.1	1.26	4.03
19448	08/05/2017 11:31	27.776	71.200	0.00	220.4	1.01	3.53
19449	08/05/2017 11:41	28.221	69.500	0.00	290.6	0.76	4.03
19450	08/05/2017 11:51	27.949	68.700	0.00	234.5	1.01	2.77
19451	08/05/2017 12:01	27.776	68.500	0.00	154.4	1.01	3.02
19452	08/05/2017 12:11	28.518	68.500	0.00	84.2	1.01	3.02
19453	08/05/2017 12:21	28.791	67.500	0.00	248.5	1.01	3.02
19454	08/05/2017 12:31	28.543	66.300	0.00	304.7	1.26	4.53
19455	08/05/2017 12:41	28.642	65.900	0.00	311.7	1.26	3.27
19456	08/05/2017 12:51	28.990	65.400	0.00	306.1	1.26	4.28
19457	08/05/2017 13:01	29.389	64.900	0.00	300.4	1.01	3.02
19458	08/05/2017 13:11	29.439	64.500	0.00	335.5	1.26	3.27
19459	08/05/2017 13:21	29.290	64.100	0.00	325.7	1.26	3.02
19460	08/05/2017 13:31	29.590	64.000	0.00	322.9	1.26	3.78
19461	08/05/2017 13:41	29.565	64.100	0.00	306.1	1.51	4.28
19462	08/05/2017 13:51	29.890	63.500	0.00	292.0	1.26	3.78
19463	08/05/2017 14:01	30.016	63.500	0.00	318.7	1.26	2.77
19464	08/05/2017 14:11	29.941	62.800	0.00	332.7	1.26	3.78
19465	08/05/2017 14:21	29.991	62.900	0.00	308.9	1.51	3.02
19466	08/05/2017 14:31	29.941	62.900	0.00	310.3	1.51	4.03
19467	08/05/2017 14:41	30.268	62.100	0.00	300.4	1.26	3.78
19468	08/05/2017 14:51	30.621	61.700	0.00	292.0	1.26	3.27
19469	08/05/2017 15:01	30.343	61.300	0.00	314.5	1.26	3.27
19470	08/05/2017 15:11	30.243	61.700	0.00	314.5	1.26	3.27
19471	08/05/2017 15:21	31.128	61.600	0.00	273.8	1.01	2.52
19472	08/05/2017 15:31	31.459	59.700	0.00	315.9	0.50	3.02
19473	08/05/2017 15:41	30.394	59.800	0.00	287.8	1.01	3.78
19474	08/05/2017 15:51	30.545	61.100	0.00	195.1	1.01	3.27
19475	08/05/2017 16:01	30.217	61.600	0.00	183.9	1.51	4.53
19476	08/05/2017 16:11	30.091	61.800	0.00	137.6	1.26	4.78
19477	08/05/2017 16:21	29.966	61.800	0.00	233.1	1.51	5.04
19478	08/05/2017 16:31	29.414	62.200	0.00	273.8	1.76	5.29
19479	08/05/2017 16:41	29.515	63.800	0.00	171.3	2.01	5.04
19480	08/05/2017 16:51	29.290	64.400	0.00	171.3	2.01	5.79
19481	08/05/2017 17:01	28.841	66.400	0.00	189.5	1.51	3.53
19482	08/05/2017 17:11	28.593	68.500	0.00	190.9	1.51	5.04
19483	08/05/2017 17:21	28.394	69.800	0.00	193.7	1.51	4.53
19484	08/05/2017 17:31	28.097	70.200	0.00	198.0	1.51	4.03
19485	08/05/2017 17:41	27.751	70.800	0.00	190.9	1.26	4.28
19486	08/05/2017 17:51	27.284	72.000	0.00	189.5	1.51	4.78
19487	08/05/2017 18:01	27.210	72.900	0.00	185.3	1.51	4.03
19488	08/05/2017 18:11	26.940	73.400	0.00	202.2	1.76	5.04
19489	08/05/2017 18:21	26.475	74.200	0.00	206.4	1.26	4.03
19490	08/05/2017 18:31	26.134	74.700	0.00	198.0	1.26	3.27
19491	08/05/2017 18:41	26.061	74.600	0.00	213.4	1.51	5.54
19492	08/05/2017 18:51	25.914	75.300	0.00	199.4	1.26	3.27
19493	08/05/2017 19:01	25.866	76.300	0.00	198.0	1.26	4.78
19494	08/05/2017 19:11	25.720	77.200	0.00	200.8	1.76	5.04
19495	08/05/2017 19:21	25.477	77.000	0.00	206.4	2.01	6.30
19496	08/05/2017 19:31	25.162	76.500	0.00	207.8	1.76	4.28
19497	08/05/2017 19:41	24.895	76.300	0.00	203.6	2.27	5.29
19498	08/05/2017 19:51	24.774	76.500	0.00	203.6	1.76	5.04
19499	08/05/2017 20:01	24.388	77.100	0.00	205.0	2.27	6.55
19500	08/05/2017 20:11	24.050	78.000	0.00	202.2	2.52	6.80
19501	08/05/2017 20:21	23.665	78.300	0.00	223.2	1.76	5.79
19502	08/05/2017 20:31	23.641	78.800	0.00	207.8	2.01	5.79
19503	08/05/2017 20:41	23.328	78.800	0.00	190.9	1.26	4.28
19504	08/05/2017 20:51	23.112	79.500	0.00	210.6	1.76	6.04
19505	08/05/2017 21:01	23.136	79.800	0.00	214.8	1.01	3.78
19506	08/05/2017 21:11	22.920	80.100	0.00	228.8	0.50	2.52
19507	08/05/2017 21:21	22.729	80.600	0.00	207.8	1.01	3.53
19508	08/05/2017 21:31	22.585	81.300	0.00	188.1	1.01	3.78
19509	08/05/2017 21:41	22.226	82.500	0.00	196.5	1.51	5.54
19510	08/05/2017 21:51	21.987	83.500	0.00	199.4	2.01	5.04
19511	08/05/2017 22:01	21.987	84.300	0.00	193.7	1.76	5.04
19512	08/05/2017 22:11	21.891	84.900	0.00	210.6	1.26	5.04
19513	08/05/2017 22:21	21.724	85.600	0.00	189.5	1.76	5.54
19514	08/05/2017 22:31	21.652	86.100	0.00	213.4	2.01	5.54
19515	08/05/2017 22:41	21.676	86.400	0.00	198.0	1.51	3.78
19516	08/05/2017 22:51	21.604	86.500	0.00	196.5	1.76	6.04
19517	08/05/2017 23:01	21.557	86.900	0.00	196.5	2.01	5.54
19518	08/05/2017 23:11	21.413	87.000	0.00	198.0	1.76	4.53
19519	08/05/2017 23:21	21.461	87.500	0.00	207.8	1.51	4.28
19520	08/05/2017 23:31	21.270	87.800	0.00	199.4	1.76	4.53
19521	08/05/2017 23:41	21.318	88.300	0.00	210.6	1.51	3.78
19522	08/05/2017 23:51	21.127	88.500	0.00	206.4	1.51	5.04
19523	08/06/2017 0:01	21.175	88.600	0.00	213.4	1.76	4.53
19524	08/06/2017 0:11	21.032	88.700	0.00	198.0	1.76	6.04
19525	08/06/2017 0:21	20.913	89.000	0.00	196.5	1.76	4.78
19526	08/06/2017 0:31	20.889	89.500	0.00	206.4	2.27	5.79
19527	08/06/2017 0:41	20.698	90.100	0.00	189.5	1.76	4.53
19528	08/06/2017 0:51	20.698	90.500	0.00	205.0	2.27	6.55
19529	08/06/2017 1:01	20.770	90.600	0.00	202.2	1.76	4.78
19530	08/06/2017 1:11	20.698	90.700	0.00	209.2	1.76	5.29
19531	08/06/2017 1:21	20.531	90.800	0.00	210.6	2.01	6.04
19532	08/06/2017 1:31	20.579	91.100	0.00	205.0	1.51	4.78
19533	08/06/2017 1:41	20.365	91.100	0.00	210.6	2.01	5.54
19534	08/06/2017 1:51	20.365	91.300	0.00	214.8	2.01	5.54
19535	08/06/2017 2:01	20.484	91.300	0.00	217.6	1.76	5.54
19536	08/06/2017 2:11	20.412	91.300	0.00	216.2	1.51	4.53
19537	08/06/2017 2:21	20.484	91.300	0.00	212.0	1.26	4.03
19538	08/06/2017 2:31	20.555	91.200	0.00	213.4	0.76	3.02
19539	08/06/2017 2:41	20.698	90.900	0.00	205.0	0.76	2.77
19540	08/06/2017 2:51	20.579	90.500	0.00	199.4	0.76	2.52
19541	08/06/2017 3:01	20.579	90.500	0.00	206.4	1.01	3.27
19542	08/06/2017 3:11	20.603	90.600	0.00	196.5	1.26	3.53
19543	08/06/2017 3:21	20.650	90.600	0.00	216.2	1.01	3.27
19544	08/06/2017 3:31	20.770	90.400	0.00	228.8	0.76	3.27
19545	08/06/2017 3:41	20.698	90.200	0.00	195.1	0.76	2.27
19546	08/06/2017 3:51	20.793	90.200	0.00	193.7	0.50	3.27
19547	08/06/2017 4:01	20.889	90.000	0.00	214.8	0.76	2.77
19548	08/06/2017 4:11	20.960	89.800	0.00	198.0	0.50	3.27
19549	08/06/2017 4:21	20.984	89.600	0.00	185.3	0.76	3.27
19550	08/06/2017 4:31	21.103	89.500	0.00	209.2	0.50	2.52
19551	08/06/2017 4:41	21.151	89.200	0.00	206.4	0.00	1.26
19552	08/06/2017 4:51	21.056	88.900	0.00	193.7	0.25	2.77
19553	08/06/2017 5:01	21.175	89.000	0.00	209.2	0.50	2.77
19554	08/06/2017 5:11	21.079	88.800	0.00	206.4	0.50	2.01
19555	08/06/2017 5:21	21.127	88.700	0.00	212.0	0.25	2.27
19556	08/06/2017 5:31	21.056	88.700	0.00	189.5	0.25	1.76
19557	08/06/2017 5:41	21.032	88.800	0.00	209.2	0.50	2.01
19558	08/06/2017 5:51	20.913	88.800	0.00	206.4	0.25	2.01
19559	08/06/2017 6:01	21.079	89.000	0.00	200.8	0.50	2.27
19560	08/06/2017 6:11	20.984	89.000	0.00	198.0	0.76	3.02
19561	08/06/2017 6:21	20.913	89.000	0.00	205.0	1.01	3.53
19562	08/06/2017 6:31	20.984	89.200	0.00	200.8	0.76	3.02
19563	08/06/2017 6:41	21.032	89.100	0.00	205.0	0.50	3.27
19564	08/06/2017 6:51	21.151	89.000	0.00	188.1	0.76	3.27
19565	08/06/2017 7:01	21.127	89.100	0.00	202.2	0.50	2.77
19566	08/06/2017 7:11	21.318	89.100	0.00	221.8	0.25	2.52
19567	08/06/2017 7:21	21.103	88.900	0.00	207.8	0.50	2.52
19568	08/06/2017 7:31	21.270	89.100	0.00	195.1	0.76	3.53
19569	08/06/2017 7:41	21.413	89.000	0.00	205.0	0.76	3.02
19570	08/06/2017 7:51	21.628	88.800	0.00	195.1	0.76	3.53
19571	08/06/2017 8:01	21.843	88.500	0.00	195.1	0.25	1.76
19572	08/06/2017 8:11	21.676	87.900	0.00	199.4	1.01	4.03
19573	08/06/2017 8:21	21.748	88.100	0.00	214.8	0.76	4.03
19574	08/06/2017 8:31	21.891	88.000	0.00	155.8	0.25	1.51
19575	08/06/2017 8:41	21.915	87.600	0.00	127.8	0.25	2.77
19576	08/06/2017 8:51	22.321	87.300	0.00	174.1	0.00	1.26
19577	08/06/2017 9:01	22.082	86.700	0.00	224.6	0.00	1.51
19578	08/06/2017 9:11	22.441	86.700	0.00	200.8	0.00	1.01
19579	08/06/2017 9:21	22.369	86.300	0.00	198.0	0.25	1.51
19580	08/06/2017 9:31	22.369	86.000	0.00	195.1	0.25	2.01
19581	08/06/2017 9:41	22.393	85.900	0.00	192.3	0.76	3.02
19582	08/06/2017 9:51	22.944	85.800	0.00	198.0	0.76	3.02
19583	08/06/2017 10:01	23.689	84.600	0.00	207.8	0.50	2.27
19584	08/06/2017 10:11	23.905	82.900	0.00	212.0	0.50	2.01
19585	08/06/2017 10:21	23.497	82.200	0.00	193.7	0.76	2.77
19586	08/06/2017 10:31	23.737	82.100	0.00	175.5	0.76	2.52
19587	08/06/2017 10:41	24.605	81.000	0.00	198.0	0.76	2.52
19588	08/06/2017 10:51	24.702	79.400	0.00	185.3	0.76	2.52
19589	08/06/2017 11:01	25.137	78.400	0.00	182.5	0.50	2.27
19590	08/06/2017 11:11	25.623	77.000	0.00	224.6	0.76	2.77
19591	08/06/2017 11:21	25.890	76.100	0.00	199.4	0.50	3.27
19592	08/06/2017 11:31	26.720	75.200	0.00	172.7	0.50	2.27
19593	08/06/2017 11:41	25.939	73.500	0.00	192.3	0.76	2.77
19594	08/06/2017 11:51	27.087	73.400	0.00	266.7	0.00	1.51
19595	08/06/2017 12:01	26.353	72.100	0.00	179.7	0.50	2.77
19596	08/06/2017 12:11	26.549	72.500	0.00	203.6	0.50	3.02
19597	08/06/2017 12:21	26.818	72.600	0.00	213.4	0.50	4.03
19598	08/06/2017 12:31	26.451	72.300	0.00	189.5	0.76	3.27
19599	08/06/2017 12:41	25.744	72.800	0.00	181.1	1.76	4.78
19600	08/06/2017 12:51	27.875	72.700	0.00	199.4	0.76	3.53
19601	08/06/2017 13:01	27.407	70.500	0.00	176.9	1.01	3.53
19602	08/06/2017 13:11	28.568	69.500	0.00	203.6	0.76	3.02
19603	08/06/2017 13:21	29.290	67.000	0.00	119.3	0.25	1.76
19604	08/06/2017 13:31	29.365	66.000	0.00	213.4	0.76	2.77
19605	08/06/2017 13:41	30.041	65.100	0.00	30.9	0.50	2.77
19606	08/06/2017 13:51	29.190	64.200	0.00	172.7	0.50	2.77
19607	08/06/2017 14:01	28.072	64.900	0.00	189.5	1.01	3.27
19608	08/06/2017 14:11	29.290	66.100	0.00	242.9	1.01	3.78
19609	08/06/2017 14:21	28.891	65.100	0.00	283.6	0.50	2.27
19610	08/06/2017 14:31	30.293	63.700	0.00	185.3	0.25	2.52
19611	08/06/2017 14:41	31.026	62.400	0.00	352.4	0.25	1.51
19612	08/06/2017 14:51	29.765	61.800	0.00	181.1	0.50	2.27
19613	08/06/2017 15:01	29.190	63.700	0.00	193.7	1.01	2.52
19614	08/06/2017 15:11	29.740	63.700	0.00	169.9	0.25	1.76
19615	08/06/2017 15:21	28.023	64.500	0.00	179.7	1.26	3.53
19616	08/06/2017 15:31	28.717	65.500	0.00	157.2	0.25	2.52
19617	08/06/2017 15:41	28.941	65.600	0.00	306.1	1.01	3.02
19618	08/06/2017 15:51	29.015	65.600	0.00	325.7	1.01	2.77
19619	08/06/2017 16:01	29.165	64.700	0.00	32.3	0.76	2.52
19620	08/06/2017 16:11	28.270	65.200	0.00	39.3	1.01	2.77
19621	08/06/2017 16:21	28.667	65.300	0.00	331.3	0.50	2.27
19622	08/06/2017 16:31	28.444	65.800	0.00	299.0	0.50	1.76
19623	08/06/2017 16:41	28.196	66.000	0.00	117.9	0.25	1.51
19624	08/06/2017 16:51	28.345	66.300	0.00	334.1	0.25	1.51
19625	08/06/2017 17:01	27.998	66.700	0.00	42.1	0.50	1.76
19626	08/06/2017 17:11	28.320	66.800	0.00	311.7	0.25	1.76
19627	08/06/2017 17:21	27.751	67.000	0.00	308.9	0.25	2.01
19628	08/06/2017 17:31	27.554	68.100	0.00	280.8	0.50	1.76
19629	08/06/2017 17:41	27.358	69.300	0.00	195.1	0.50	2.01
19630	08/06/2017 17:51	27.333	69.800	0.00	251.3	0.25	1.51
19631	08/06/2017 18:01	27.161	70.300	0.00	269.6	0.25	1.26
19632	08/06/2017 18:11	27.186	70.800	0.00	213.4	0.00	1.01
19633	08/06/2017 18:21	26.818	71.000	0.00	164.3	0.25	2.77
19634	08/06/2017 18:31	26.085	76.500	0.00	40.7	1.26	3.27
19635	08/06/2017 18:41	25.987	78.000	0.00	7.0	0.76	3.27
19636	08/06/2017 18:51	25.793	79.100	0.00	345.4	1.26	3.02
19637	08/06/2017 19:01	25.793	79.700	0.00	336.9	0.50	2.27
19638	08/06/2017 19:11	25.695	80.000	0.00	355.2	0.76	3.02
19639	08/06/2017 19:21	25.525	80.200	0.00	352.4	1.51	3.02
19640	08/06/2017 19:31	25.453	80.400	0.00	344.0	1.01	3.02
19641	08/06/2017 19:41	25.380	80.400	0.00	346.8	1.01	2.77
19642	08/06/2017 19:51	25.307	80.500	0.00	342.6	1.01	2.27
19643	08/06/2017 20:01	25.258	80.600	0.00	348.2	1.01	2.52
19644	08/06/2017 20:11	25.428	80.800	0.00	338.3	0.00	1.26
19645	08/06/2017 20:21	25.428	80.800	0.00	349.6	0.00	0.50
19646	08/06/2017 20:31	25.404	80.800	0.00	353.8	0.00	1.01
19647	08/06/2017 20:41	25.404	80.700	0.00	352.4	0.00	0.50
19648	08/06/2017 20:51	24.968	81.100	0.00	278.0	0.76	3.02
19649	08/06/2017 21:01	24.726	81.100	0.00	181.1	1.01	2.77
19650	08/06/2017 21:11	24.605	80.900	0.00	198.0	0.76	3.02
19651	08/06/2017 21:21	24.315	80.900	0.00	192.3	0.50	2.52
19652	08/06/2017 21:31	24.122	81.200	0.00	186.7	0.76	3.02
19653	08/06/2017 21:41	23.905	81.500	0.00	186.7	0.76	2.77
19654	08/06/2017 21:51	23.737	81.800	0.00	181.1	0.25	2.27
19655	08/06/2017 22:01	23.400	82.300	0.00	181.1	1.01	3.27
19656	08/06/2017 22:11	23.280	83.000	0.00	186.7	0.76	2.52
19657	08/06/2017 22:21	23.184	83.600	0.00	176.9	0.76	2.77
19658	08/06/2017 22:31	22.944	84.100	0.00	205.0	1.01	3.78
19659	08/06/2017 22:41	22.705	84.800	0.00	181.1	1.01	3.27
19660	08/06/2017 22:51	22.489	85.500	0.00	192.3	1.26	4.53
19661	08/06/2017 23:01	22.369	86.100	0.00	192.3	1.01	3.78
19662	08/06/2017 23:11	22.011	86.800	0.00	188.1	1.26	3.53
19663	08/06/2017 23:21	21.963	87.700	0.00	181.1	1.26	4.28
19664	08/06/2017 23:31	21.843	88.200	0.00	190.9	1.01	3.53
19665	08/06/2017 23:41	21.485	88.700	0.00	182.5	1.51	5.29
19666	08/06/2017 23:51	21.390	89.500	0.00	188.1	1.26	4.28
19667	08/07/2017 0:01	21.461	89.900	0.00	202.2	1.26	3.78
19668	08/07/2017 0:11	21.246	90.000	0.00	195.1	1.76	4.28
19669	08/07/2017 0:21	21.223	90.300	0.00	182.5	1.26	4.03
19670	08/07/2017 0:31	21.151	90.600	0.00	174.1	1.26	4.03
19671	08/07/2017 0:41	21.199	91.000	0.00	188.1	1.26	4.03
19672	08/07/2017 0:51	21.246	91.000	0.00	179.7	1.26	3.02
19673	08/07/2017 1:01	21.270	91.000	0.00	178.3	1.01	4.03
19674	08/07/2017 1:11	21.294	91.000	0.00	190.9	1.26	3.78
19675	08/07/2017 1:21	21.294	91.200	0.00	196.5	1.51	4.28
19676	08/07/2017 1:31	21.294	91.400	0.00	181.1	1.26	4.28
19677	08/07/2017 1:41	21.175	91.500	0.00	181.1	1.26	3.53
19678	08/07/2017 1:51	21.199	91.800	0.00	179.7	1.01	4.28
19679	08/07/2017 2:01	21.175	91.900	0.00	193.7	1.26	3.27
19680	08/07/2017 2:11	21.175	92.100	0.00	200.8	1.01	4.03
19681	08/07/2017 2:21	21.151	92.300	0.00	169.9	1.26	3.78
19682	08/07/2017 2:31	21.342	92.400	0.00	200.8	1.26	3.27
19683	08/07/2017 2:41	21.485	92.100	0.00	206.4	1.01	4.28
19684	08/07/2017 2:51	21.581	91.800	0.00	202.2	1.01	2.77
19685	08/07/2017 3:01	21.700	91.400	0.00	202.2	0.25	2.01
19686	08/07/2017 3:11	21.604	91.000	0.00	196.5	0.25	2.01
19687	08/07/2017 3:21	21.676	90.900	0.00	199.4	0.25	1.51
19688	08/07/2017 3:31	21.724	90.800	0.00	206.4	0.00	1.51
19689	08/07/2017 3:41	21.795	90.700	0.00	209.2	0.00	1.26
19690	08/07/2017 3:51	22.034	90.500	0.00	213.4	0.00	0.76
19691	08/07/2017 4:01	22.250	90.200	0.00	213.4	0.00	0.50
19692	08/07/2017 4:11	22.274	89.600	0.00	213.4	0.00	0.50
19693	08/07/2017 4:21	22.250	89.200	0.00	203.6	0.00	1.51
19694	08/07/2017 4:31	22.154	89.100	0.00	192.3	0.00	1.01
19695	08/07/2017 4:41	22.082	89.200	0.00	196.5	0.00	1.01
19696	08/07/2017 4:51	22.058	89.300	0.00	196.5	0.00	0.76
19697	08/07/2017 5:01	22.202	89.500	0.00	198.0	0.00	1.01
19698	08/07/2017 5:11	22.058	89.500	0.00	192.3	0.25	1.26
19699	08/07/2017 5:21	21.987	89.800	0.00	179.7	0.50	2.27
19700	08/07/2017 5:31	21.963	90.000	0.00	178.3	0.25	2.01
19701	08/07/2017 5:41	21.987	90.100	0.00	188.1	0.50	1.76
19702	08/07/2017 5:51	22.178	90.100	0.00	209.2	0.00	0.76
19703	08/07/2017 6:01	22.058	89.900	0.00	199.4	0.25	1.51
19704	08/07/2017 6:11	22.082	89.900	0.00	193.7	0.00	0.76
19705	08/07/2017 6:21	22.250	90.100	0.00	195.1	0.00	1.26
19706	08/07/2017 6:31	22.202	90.000	0.00	206.4	0.00	1.26
19707	08/07/2017 6:41	22.058	89.800	0.00	202.2	0.25	1.76
19708	08/07/2017 6:51	22.106	89.900	0.00	209.2	0.25	1.51
19709	08/07/2017 7:01	22.130	89.900	0.00	188.1	0.50	2.01
19710	08/07/2017 7:11	22.321	90.000	0.00	181.1	0.50	1.76
19711	08/07/2017 7:21	22.465	89.800	0.00	203.6	0.25	1.51
19712	08/07/2017 7:31	22.561	89.400	0.00	198.0	0.25	1.51
19713	08/07/2017 7:41	22.753	89.000	0.00	164.3	0.00	1.26
19714	08/07/2017 7:51	22.896	88.600	0.00	160.0	0.25	1.51
19715	08/07/2017 8:01	22.992	88.000	0.00	160.0	0.76	2.27
19716	08/07/2017 8:11	23.208	87.600	0.00	174.1	0.50	1.76
19717	08/07/2017 8:21	23.256	87.400	0.00	164.3	0.50	1.76
19718	08/07/2017 8:31	23.641	87.300	0.00	167.1	0.25	2.01
19719	08/07/2017 8:41	23.785	86.900	0.00	179.7	0.76	2.77
19720	08/07/2017 8:51	24.291	86.200	0.00	203.6	0.25	1.51
19721	08/07/2017 9:01	24.460	85.400	0.00	209.2	0.25	2.01
19722	08/07/2017 9:11	24.750	84.900	0.00	134.8	0.25	1.51
19723	08/07/2017 9:21	24.823	83.800	0.00	198.0	0.25	1.51
19724	08/07/2017 9:31	24.629	83.500	0.00	195.1	0.25	2.27
19725	08/07/2017 9:41	24.581	83.300	0.00	181.1	0.25	2.01
19726	08/07/2017 9:51	24.750	83.500	0.00	172.7	0.25	1.51
19727	08/07/2017 10:01	24.919	83.100	0.00	193.7	0.25	2.27
19728	08/07/2017 10:11	24.653	83.100	0.00	202.2	0.25	1.76
19729	08/07/2017 10:21	24.581	83.700	0.00	192.3	0.50	2.27
19730	08/07/2017 10:31	24.581	84.000	0.00	195.1	0.50	2.52
19731	08/07/2017 10:41	24.702	83.800	0.00	172.7	0.50	2.01
19732	08/07/2017 10:51	24.653	83.600	0.00	143.2	0.50	2.27
19733	08/07/2017 11:01	24.508	83.600	0.00	185.3	0.76	2.77
19734	08/07/2017 11:11	24.557	84.000	0.00	196.5	0.76	2.77
19735	08/07/2017 11:21	24.581	83.900	0.00	196.5	1.01	3.53
19736	08/07/2017 11:31	24.919	83.700	0.00	210.6	0.76	2.52
19737	08/07/2017 11:41	25.380	83.200	0.00	198.0	1.01	2.52
19738	08/07/2017 11:51	25.331	82.200	0.00	192.3	0.76	2.77
19739	08/07/2017 12:01	25.695	82.000	0.00	214.8	0.76	2.52
19740	08/07/2017 12:11	25.501	81.400	0.00	150.2	0.50	2.27
19741	08/07/2017 12:21	25.186	81.400	0.00	196.5	1.01	2.77
19742	08/07/2017 12:31	24.557	82.200	0.00	205.0	1.01	3.27
19743	08/07/2017 12:41	24.171	84.000	0.00	182.5	2.01	5.04
19744	08/07/2017 12:51	24.871	84.800	0.00	188.1	0.50	3.53
19745	08/07/2017 13:01	25.016	83.800	0.00	181.1	0.76	3.02
19746	08/07/2017 13:11	25.234	83.300	0.00	189.5	1.26	3.78
19747	08/07/2017 13:21	24.919	82.800	0.00	193.7	1.26	3.78
19748	08/07/2017 13:31	25.525	83.100	0.00	182.5	0.76	2.77
19749	08/07/2017 13:41	25.404	82.200	0.00	189.5	1.01	3.02
19750	08/07/2017 13:51	25.598	81.900	0.00	119.3	0.50	2.77
19751	08/07/2017 14:01	25.574	81.600	0.00	167.1	0.50	2.52
19752	08/07/2017 14:11	25.355	81.500	0.00	189.5	1.01	4.03
19753	08/07/2017 14:21	25.331	81.900	0.00	213.4	1.01	3.02
19754	08/07/2017 14:31	25.914	82.400	0.00	189.5	1.01	3.78
19755	08/07/2017 14:41	25.720	81.100	0.00	179.7	1.01	3.53
19756	08/07/2017 14:51	26.353	80.600	0.00	150.2	0.76	4.28
19757	08/07/2017 15:01	25.987	79.400	0.00	210.6	1.26	3.53
19758	08/07/2017 15:11	26.207	79.100	0.00	195.1	0.76	3.53
19759	08/07/2017 15:21	26.280	78.500	0.00	196.5	1.01	3.02
19760	08/07/2017 15:31	26.158	78.100	0.00	182.5	1.01	3.27
19761	08/07/2017 15:41	26.109	78.100	0.00	189.5	1.26	4.28
19762	08/07/2017 15:51	26.109	78.400	0.00	192.3	1.01	3.27
19763	08/07/2017 16:01	25.841	78.800	0.00	185.3	1.01	3.27
19764	08/07/2017 16:11	25.525	79.500	0.00	189.5	1.26	3.02
19765	08/07/2017 16:21	25.744	79.900	0.00	186.7	0.76	2.77
19766	08/07/2017 16:31	25.817	79.700	0.00	182.5	0.50	3.27
19767	08/07/2017 16:41	25.744	79.900	0.00	195.1	1.26	4.03
19768	08/07/2017 16:51	25.525	80.200	0.00	188.1	0.76	3.02
19769	08/07/2017 17:01	25.137	81.000	0.00	183.9	1.26	3.02
19770	08/07/2017 17:11	25.016	81.900	0.00	189.5	1.51	3.27
19771	08/07/2017 17:21	25.162	82.400	0.00	185.3	1.01	4.03
19772	08/07/2017 17:31	24.919	82.300	0.00	221.8	0.76	3.27
19773	08/07/2017 17:41	24.919	82.400	0.00	212.0	1.01	3.78
19774	08/07/2017 17:51	24.895	82.400	0.00	196.5	0.50	2.52
19775	08/07/2017 18:01	24.677	82.300	0.00	185.3	1.51	4.03
